,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
235,Moise Kean,ITA,"FW,MF",Everton,20,2000,2,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,6,8,75.0,87,0,3,3,100.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,8,8,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,14,0,1,5,8,4,14,0,3,0.0,1,0,12,5,8,0.4,0.0,0,2,8.0,1,3.0,0,0,0,0.0,0.03,0.1,0.0,0.1,0.7,0.82,0,1,0,0,2,0,0,0,0,1,0,0,0.0,0,1,0,0.0,6.0,0.0,0.0,0.0,25.8,0,0.05,0.0,0.0
236,Michael Keane,ENG,DF,Everton,27,1993,35,33,2991,33.2,3,1,3,0,0,4,0,0.09,0.03,0.12,0.09,0.12,1.5,1.5,1.1,2.6,0.05,0.03,0.08,0.05,0.08,1691,1943,87.0,33042,12035,520,576,90.3,952,1020,93.3,183,289,63.3,1,1.1,0.7,-0.1,7,94,5,0,74,1943,1890,50,40,0,4,1,0,0,0,0,0,1691,3,13,26,0.78,23,0,0,1,0,2,2,0.06,2,0,0,0,0,0,28,15,20,8,0,14,31,45.2,17,46,33,13,51,79,161,0,2282,354,1232,1000,56,33,2282,4,7,57.1,7,5,1572,2,85,87.5,89.0,32,2,23.0,2,1.6,42,43,-1,-0.03,-0.03,42.3,42.9,-0.6,-0.02,0.8,0,15,8,0,1,15,0,0,0,125,109,48,69.4,3,16,6,37.5,0.48,0.18,0.19,0.5,12.7,0,0.09,1.5,1.5
237,Neeskens Kebano,COD,"FW,MF",Fulham,28,1992,5,1,119,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.2,0.01,0.21,0.2,0.21,32,43,74.4,373,90,25,25,100.0,6,15,40.0,0,0,0.0,0,0.0,0.0,0.0,1,2,0,0,2,43,41,2,2,0,0,7,0,0,0,0,0,32,0,2,2,1.51,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,0,0,64,0,8,21,37,5,64,3,5,60.0,7,2,44,7,24,3.5,62.0,0,4,14.0,8,0.2,2,3,-1,-0.76,-0.07,1.3,2.2,-0.9,-0.7,-0.39,0,3,1,1,7,0,0,0,0,10,0,3,0.0,0,6,0,0.0,4.54,0.0,0.0,0.0,20.0,1,0.04,-0.3,-0.3
238,Naby Keita,GUI,MF,Liverpool,25,1995,10,7,520,5.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,0.07,0.11,0.18,0.07,0.18,315,361,87.3,4405,1075,183,204,89.7,109,120,90.8,11,17,64.7,0,0.6,0.6,-0.6,6,30,9,1,22,361,352,8,3,1,0,3,1,0,0,0,0,315,1,3,21,3.62,19,0,0,2,0,0,1,0.17,1,0,0,0,0,0,11,5,1,8,2,7,17,41.2,10,10,0,10,9,20,6,0,431,6,44,274,117,14,431,8,10,80.0,14,8,320,19,52,15.2,68.0,2,3,15.0,8,2.4,17,8,9,1.56,1.03,11.4,5.9,5.5,0.95,0.35,0,13,2,0,3,5,0,0,0,35,4,9,30.8,0,9,2,22.2,1.56,0.35,0.0,0.0,21.2,0,0.04,-0.4,-0.4
240,Martin Kelly,ENG,DF,Crystal Palace,30,1990,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,66.7,28,15,2,3,66.7,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,4,1,3,1,0,0,4,0,0,0.0,0,0,0,0,2,0.1,0.0,0,1,2.0,24,0.0,0,0,0,0.0,0.66,0.0,0.0,0.0,0.0,0.64,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
241,Jonjoe Kenny,ENG,DF,Everton,23,1997,4,1,79,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,59,79.7,696,180,27,28,96.4,16,22,72.7,3,4,75.0,0,0.0,0.1,0.0,0,2,1,1,1,59,46,13,2,0,0,6,11,0,0,0,0,47,0,3,1,1.15,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,1,2,2,100.0,0,0,0,0,1,3,3,0,68,3,14,25,30,4,68,0,0,0.0,3,0,42,2,20,2.3,76.0,0,3,1.0,7,2.25,0,1,-1,-1.14,-1.14,0.5,2.1,-1.5,-1.78,-1.7,0,0,0,1,6,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
242,Reda Khadra,GER,MF,Brighton,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.0,0,0,1,1,5,0.1,0.0,0,1,5.0,1,0.0,0,0,0,0.0,0.16,0.0,0.8,-0.8,-14.19,-14.62,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
243,Max Kilman,ENG,DF,Wolves,23,1997,18,14,1310,14.6,0,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,0.8,0.8,0.5,1.3,0.05,0.04,0.09,0.05,0.09,664,757,87.7,11110,4141,292,314,93.0,330,355,93.0,31,71,43.7,1,0.5,0.3,0.5,5,45,2,0,29,757,735,21,10,0,2,0,11,0,0,0,0,664,1,3,8,0.55,6,0,0,1,0,1,1,0.07,1,0,0,0,0,0,21,14,13,4,4,8,14,57.1,6,17,8,9,19,40,46,0,877,77,387,453,41,9,877,7,8,87.5,4,2,627,2,73,38.3,90.0,14,4,13.0,19,1.5,11,11,0,0.0,0.68,13.3,14.9,-1.6,-0.11,0.38,0,20,4,0,0,14,0,1,0,64,20,25,44.4,0,7,2,28.6,0.48,0.14,0.0,0.0,12.2,0,0.11,-0.8,-0.8
244,Joshua King,NOR,"MF,FW",Everton,28,1992,11,0,148,1.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.37,0.0,0.37,0.37,0.37,32,50,64.0,431,98,18,29,62.1,13,15,86.7,0,0,0.0,0,0.0,0.1,0.0,0,1,1,0,2,50,50,0,0,0,0,1,0,0,0,0,0,32,0,3,2,1.22,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,4,1,2,1,1,0,0,0.0,0,3,0,3,1,5,1,0,82,0,10,34,40,6,82,4,7,57.1,9,6,56,15,13,4.3,0.0,0,11,13.0,5,1.27,1,2,-1,-0.61,-0.61,1.8,2.5,-0.6,-0.38,-0.27,0,4,1,3,1,1,0,0,0,10,5,6,45.5,0,3,1,33.3,1.82,0.61,0.0,0.0,13.8,0,0.2,-0.6,-0.6
245,Mateusz Klich,POL,MF,Leeds United,30,1990,35,28,2393,26.6,4,5,2,2,2,6,0,0.15,0.19,0.34,0.08,0.26,3.0,1.4,3.4,4.9,0.11,0.13,0.24,0.05,0.18,1228,1545,79.5,18574,4943,621,720,86.3,424,508,83.5,94,163,57.7,5,3.4,3.1,1.6,44,105,40,4,134,1545,1469,70,42,1,7,63,9,19,4,10,0,1228,6,33,106,3.99,91,5,1,6,2,1,15,0.56,13,1,1,0,0,0,38,20,14,20,4,14,61,23.0,47,13,4,9,11,49,16,0,1739,27,237,874,650,56,1737,13,27,48.1,40,22,1249,134,68,70.0,79.0,15,7,25.0,1,1.43,41,44,-3,-0.11,-1.08,38.2,41.5,-3.3,-0.13,-0.22,0,46,20,6,63,20,0,1,0,163,13,18,41.9,4,34,9,26.5,1.28,0.34,0.06,0.22,22.9,0,0.04,1.0,0.6
246,Robin Koch,GER,"DF,MF",Leeds United,24,1996,17,13,1132,12.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.06,0.01,0.07,0.06,0.07,664,773,85.9,13042,4385,191,218,87.6,398,428,93.0,64,104,61.5,0,0.1,0.1,-0.1,4,35,3,0,35,773,755,16,15,0,8,1,1,0,0,0,0,664,2,2,12,0.95,11,0,0,0,0,1,2,0.16,2,0,0,0,0,0,27,16,17,10,0,10,19,52.6,9,18,12,6,27,54,34,2,908,119,469,398,46,11,908,4,6,66.7,5,0,607,3,67,33.1,84.0,12,4,11.0,2,1.59,20,21,-1,-0.08,-0.43,20.3,18.9,1.4,0.11,0.25,0,17,8,0,1,16,0,2,0,76,37,29,56.1,0,9,1,11.1,0.72,0.08,0.0,0.0,12.3,0,0.08,-0.7,-0.7
247,Sead Kolasinac,BIH,DF,Arsenal,27,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,67,85.1,814,147,33,36,91.7,22,23,95.7,1,2,50.0,0,0.0,0.0,0.0,0,3,1,0,4,67,62,4,1,0,0,1,3,0,0,0,0,57,1,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,68,2,13,38,17,2,68,0,0,0.0,0,0,50,6,90,2.6,90.0,1,0,0.0,3,3.0,2,1,1,1.0,0.59,1.1,2.0,-0.9,-0.9,-1.16,0,1,1,0,1,0,0,0,0,2,1,1,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
248,Terence Kongolo,NED,DF,Fulham,26,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,45,82.2,610,219,19,22,86.4,18,21,85.7,0,0,0.0,0,0.0,0.0,0.0,0,2,1,1,3,45,44,1,1,0,0,1,0,0,0,0,0,37,0,1,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,1,2,0,1,1,100.0,0,0,0,0,2,5,3,0,54,5,26,27,2,1,54,0,0,0.0,0,0,30,0,90,2.6,90.0,1,0,0.0,9,0.0,0,1,-1,-1.0,-0.32,0.9,0.5,0.4,0.35,0.69,0,1,1,0,1,2,0,0,0,3,3,2,60.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
249,Ezri Konsa,ENG,DF,Aston Villa,22,1997,36,35,3196,35.5,2,0,2,0,0,3,0,0.06,0.0,0.06,0.06,0.06,2.4,2.4,0.1,2.5,0.07,0.0,0.07,0.07,0.07,1102,1305,84.4,21620,6300,325,378,86.0,646,702,92.0,113,184,61.4,0,0.1,0.1,-0.1,2,37,2,0,26,1305,1251,53,38,0,4,3,14,0,0,0,0,1102,1,6,11,0.31,6,0,0,1,0,4,0,0.0,0,0,0,0,0,0,25,13,18,6,1,9,13,69.2,4,53,47,6,29,54,162,1,1655,314,959,630,73,34,1655,6,6,100.0,18,7,953,5,89,93.5,90.0,35,1,46.0,0,1.42,51,46,5,0.14,-1.47,46.6,50.4,-3.8,-0.11,-2.2,0,19,54,1,3,13,0,1,0,156,93,54,63.3,2,22,7,31.8,0.62,0.2,0.09,0.29,9.7,0,0.11,-0.4,-0.4
250,Cheikhou Kouyate,SEN,DF,Crystal Palace,30,1989,36,35,3121,34.7,1,0,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,0.7,0.7,1.0,1.6,0.02,0.03,0.05,0.02,0.05,992,1287,77.1,17952,6677,400,457,87.5,462,547,84.5,106,221,48.0,0,1.0,0.3,-1.0,8,39,3,1,27,1287,1221,64,61,0,2,3,3,0,0,0,0,992,2,18,18,0.52,13,0,0,1,1,3,2,0.06,2,0,0,0,0,0,58,37,44,12,2,25,43,58.1,18,42,26,16,32,90,125,2,1617,215,938,627,63,23,1617,10,12,83.3,17,8,858,10,87,91.3,89.0,33,1,1.0,1,1.22,39,56,-17,-0.49,1.92,32.8,53.4,-20.5,-0.59,0.5,0,36,15,0,3,37,0,0,0,177,82,54,60.3,1,7,2,28.6,0.2,0.06,0.14,0.5,11.2,0,0.1,0.3,0.3
251,Mateo Kovacic,CRO,MF,Chelsea,26,1994,27,21,1815,20.2,0,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,1.0,1.0,1.7,2.7,0.05,0.08,0.13,0.05,0.13,1603,1774,90.4,26889,7294,755,802,94.1,636,688,92.4,148,186,79.6,1,1.7,2.1,-0.7,21,160,23,0,147,1774,1743,27,25,7,15,6,2,0,0,0,0,1603,4,11,55,2.73,50,0,1,1,2,1,4,0.2,4,0,0,0,0,0,46,28,19,24,3,17,32,53.1,15,18,1,17,15,61,11,2,1941,15,311,1288,361,14,1941,53,65,81.5,26,23,1638,27,67,53.1,79.0,10,6,24.0,3,1.74,26,26,0,0.0,-1.23,32.4,17.4,15.1,0.75,-0.21,0,16,30,0,6,28,0,0,0,121,11,12,47.8,0,23,4,17.4,1.14,0.2,0.0,0.0,24.3,0,0.04,-1.0,-1.0
252,Emil Krafth,SWE,DF,Newcastle Utd,25,1994,16,14,1288,14.3,1,0,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,0.3,0.3,0.4,0.7,0.02,0.03,0.05,0.02,0.05,416,580,71.7,6802,3176,202,243,83.1,165,226,73.0,33,71,46.5,0,0.4,0.2,-0.4,6,24,4,3,15,580,466,113,7,0,1,18,106,0,0,0,0,416,1,15,15,1.05,11,2,1,0,0,1,1,0.07,1,0,0,0,0,0,19,8,9,9,1,12,25,48.0,13,15,9,6,15,34,52,2,709,78,334,262,117,9,709,3,4,75.0,9,4,347,9,81,37.7,85.0,9,2,48.0,17,1.38,20,27,-7,-0.49,-0.11,16.8,22.9,-6.1,-0.43,-0.05,0,12,9,1,18,8,0,0,0,61,25,19,56.8,1,7,3,42.9,0.49,0.21,0.14,0.33,22.8,0,0.04,0.7,0.7
253,Filip Krovinovic,CRO,MF,West Brom,24,1995,11,5,546,6.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.4,0.04,0.03,0.07,0.04,0.07,306,374,81.8,4854,1527,153,176,86.9,111,129,86.0,25,36,69.4,0,0.2,0.4,-0.2,5,44,8,0,27,374,343,29,17,0,3,11,1,6,3,2,0,306,2,8,20,3.29,13,3,3,0,1,0,0,0.0,0,0,0,0,0,0,13,10,6,5,2,6,18,33.3,12,2,0,2,4,17,2,0,425,7,70,254,110,4,425,8,9,88.9,12,5,289,19,50,16.0,83.0,3,6,22.0,5,0.55,2,11,-9,-1.48,-0.48,3.3,9.8,-6.5,-1.07,-0.27,0,5,12,0,11,10,0,0,0,39,7,10,41.2,0,8,2,25.0,1.32,0.33,0.0,0.0,25.1,0,0.03,-0.3,-0.3
254,Alexandre Lacazette,FRA,FW,Arsenal,29,1991,31,22,1923,21.4,13,2,10,3,3,3,0,0.61,0.09,0.7,0.47,0.56,11.7,9.3,2.2,11.5,0.55,0.1,0.65,0.43,0.54,405,523,77.4,5117,1192,229,283,80.9,102,124,82.3,18,28,64.3,2,2.2,2.4,-0.2,22,32,19,0,42,523,484,33,2,4,2,3,0,0,0,0,0,405,6,12,55,2.57,35,0,6,2,10,2,5,0.23,4,0,0,0,1,0,18,10,4,11,3,4,22,18.2,18,20,1,19,12,30,13,0,732,15,81,328,331,96,729,22,36,61.1,50,31,525,114,62,56.2,80.0,7,9,19.0,5,1.52,33,21,12,0.56,0.32,31.8,24.4,7.4,0.35,0.27,0,37,54,8,3,10,1,0,0,59,27,61,30.7,13,42,25,59.5,1.97,1.17,0.24,0.4,14.9,3,0.22,1.3,0.7
255,Adam Lallana,ENG,"MF,FW",Brighton,32,1988,30,16,1596,17.7,1,1,1,0,0,0,0,0.06,0.06,0.11,0.06,0.11,1.6,1.6,2.6,4.2,0.09,0.14,0.23,0.09,0.23,792,944,83.9,11000,2986,450,511,88.1,240,281,85.4,35,55,63.6,1,2.6,2.6,-1.6,25,61,26,2,76,944,918,22,11,2,2,12,5,3,1,0,0,792,4,14,58,3.28,50,0,2,1,3,2,4,0.23,4,0,0,0,0,0,28,13,11,13,4,8,39,20.5,31,18,3,15,15,43,13,0,1093,26,205,554,343,61,1093,18,28,64.3,24,15,800,70,53,46.7,77.0,8,14,26.0,1,1.13,20,18,2,0.11,0.51,23.2,14.0,9.1,0.52,0.2,0,18,20,3,12,13,0,1,0,117,10,26,27.8,1,22,5,22.7,1.24,0.28,0.05,0.2,17.3,0,0.07,-0.6,-0.6
256,Erik Lamela,ARG,"FW,MF",Tottenham,28,1992,23,5,717,8.0,1,0,1,0,0,6,1,0.13,0.0,0.13,0.13,0.13,1.1,1.1,1.0,2.1,0.14,0.12,0.26,0.14,0.26,284,363,78.2,4124,873,157,180,87.2,93,109,85.3,14,33,42.4,0,1.0,0.9,-1.0,8,20,10,0,28,363,328,34,8,1,2,23,1,16,12,1,0,284,1,11,30,3.77,18,2,3,2,5,0,4,0.5,3,0,0,1,0,0,17,9,1,11,5,8,21,38.1,13,11,1,10,6,23,2,0,469,4,44,245,192,24,469,25,40,62.5,20,13,341,43,31,21.0,61.0,0,18,23.0,5,1.52,16,17,-1,-0.13,-0.92,14.2,13.4,0.8,0.1,0.0,1,24,10,0,23,9,0,0,0,40,6,12,33.3,1,21,9,42.9,2.64,1.13,0.05,0.11,20.4,4,0.05,-0.1,-0.1
257,Tariq Lamptey,GHA,"DF,MF",Brighton,19,2000,11,11,886,9.8,1,1,1,0,0,4,1,0.1,0.1,0.2,0.1,0.2,0.7,0.7,0.8,1.5,0.07,0.08,0.15,0.07,0.15,372,494,75.3,5371,1288,213,237,89.9,124,174,71.3,17,39,43.6,1,0.8,0.8,0.2,9,15,12,8,19,494,405,89,3,1,1,34,86,0,0,0,0,372,0,11,23,2.34,18,0,0,0,5,0,4,0.41,2,0,0,0,2,0,17,9,7,6,4,6,13,46.2,7,8,1,7,19,36,12,1,615,21,156,249,221,26,615,13,29,44.8,21,6,374,35,81,25.9,81.0,6,0,0.0,0,0.91,12,15,-3,-0.3,-0.2,13.7,10.0,3.7,0.38,-0.04,1,21,28,1,34,9,2,1,0,59,5,11,31.3,1,6,2,33.3,0.61,0.2,0.17,0.5,11.9,0,0.11,0.3,0.3
258,Manuel Lanzini,ARG,"MF,FW",West Ham,27,1993,17,5,566,6.3,1,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,1.0,1.0,0.9,1.8,0.15,0.14,0.29,0.15,0.29,338,375,90.1,4801,1253,202,215,94.0,109,117,93.2,14,19,73.7,1,0.9,0.9,0.1,11,27,2,0,15,375,364,10,4,0,0,3,1,1,1,0,0,338,1,6,23,3.66,18,1,1,1,1,1,3,0.48,2,0,0,0,1,0,9,2,3,4,2,3,10,30.0,7,9,0,9,7,16,5,0,452,9,80,238,143,14,452,6,13,46.2,14,9,332,16,33,16.5,63.0,1,12,21.0,15,1.47,13,5,8,1.27,1.05,9.2,7.9,1.3,0.21,0.03,0,7,10,3,3,2,0,0,0,59,2,8,20.0,1,12,3,25.0,1.91,0.48,0.08,0.33,18.4,1,0.08,0.0,0.0
259,Aymeric Laporte,ESP,DF,Manchester City,26,1994,16,14,1344,14.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.1,0.05,0.02,0.07,0.05,0.07,1169,1285,91.0,20850,6461,472,499,94.6,606,638,95.0,79,121,65.3,0,0.4,0.2,-0.4,4,107,3,0,56,1285,1257,27,17,0,14,1,9,0,0,0,0,1169,1,4,11,0.74,9,0,0,0,0,2,1,0.07,1,0,0,0,0,0,13,6,10,3,0,7,11,63.6,4,12,7,5,11,24,28,0,1377,81,433,891,59,12,1377,2,2,100.0,8,1,1097,2,84,39.3,90.0,14,2,42.0,12,2.38,30,10,20,1.34,0.0,26.7,10.8,16.0,1.07,0.11,0,9,9,2,1,6,0,1,0,66,41,21,66.1,0,6,1,16.7,0.4,0.07,0.0,0.0,13.1,0,0.13,-0.8,-0.8
260,Jamaal Lascelles,ENG,DF,Newcastle Utd,26,1993,19,19,1625,18.1,2,0,2,0,0,4,0,0.11,0.0,0.11,0.11,0.11,1.3,1.3,0.1,1.4,0.07,0.01,0.08,0.07,0.08,498,626,79.6,9640,3636,161,190,84.7,271,301,90.0,54,106,50.9,0,0.1,0.2,-0.1,3,22,4,0,22,626,616,8,8,0,1,3,0,0,0,0,0,498,2,4,10,0.55,9,0,0,0,0,1,0,0.0,0,0,0,0,0,0,14,7,5,9,0,3,6,50.0,3,27,17,10,12,26,86,0,808,158,502,272,39,18,808,4,4,100.0,6,1,451,2,86,47.5,86.0,16,0,0.0,0,0.79,12,32,-20,-1.11,-1.31,18.3,28.8,-10.5,-0.58,-0.36,0,17,9,0,3,7,0,0,0,65,46,24,65.7,2,15,3,20.0,0.83,0.17,0.13,0.67,10.6,0,0.09,0.7,0.7
261,Maxime Le Marchand,FRA,DF,Fulham,30,1989,2,1,123,1.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,78,85,91.8,1682,740,22,25,88.0,43,43,100.0,13,17,76.5,0,0.0,0.1,0.0,0,4,1,0,5,85,83,2,2,0,4,0,0,0,0,0,0,78,0,0,2,1.46,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,3,0,92,12,59,29,4,0,92,0,0,0.0,0,0,69,1,62,3.6,90.0,1,1,33.0,3,0.0,0,1,-1,-0.73,-0.05,1.3,1.4,-0.1,-0.04,0.29,0,3,1,0,0,2,0,0,0,9,3,3,50.0,0,1,0,0.0,0.73,0.0,0.0,0.0,34.1,0,0.02,0.0,0.0
262,Mario Lemina,GAB,MF,Fulham,26,1993,28,19,1703,18.9,1,0,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,0.7,0.7,0.8,1.5,0.04,0.04,0.08,0.04,0.08,744,897,82.9,13301,3777,330,382,86.4,318,364,87.4,75,114,65.8,0,0.8,1.1,-0.8,12,57,12,0,60,897,878,17,13,1,6,4,4,0,0,0,0,744,2,8,29,1.53,18,0,5,2,1,3,2,0.11,0,0,0,0,1,1,62,35,25,30,7,23,44,52.3,21,26,5,21,30,92,21,0,1127,45,322,644,178,11,1127,26,37,70.3,26,22,720,14,61,49.8,80.0,8,9,20.0,2,0.89,14,27,-13,-0.69,-0.01,21.0,26.7,-5.7,-0.3,0.03,0,32,15,0,4,35,1,0,0,118,23,25,47.9,1,19,2,10.5,1.0,0.11,0.05,0.5,24.2,0,0.04,0.3,0.3
264,Khanya Leshabela,RSA,MF,Leicester City,20,1999,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,75.0,93,26,5,6,83.3,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1,8,8,0,0,0,0,1,0,0,0,0,0,6,0,1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,9,0,1,6,3,0,9,0,0,0.0,0,1,7,1,10,0.3,0.0,0,1,10.0,4,3.0,0,0,0,0.0,-0.48,1.4,0.0,1.4,12.46,12.24,0,0,0,0,1,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
