,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
419,Billy Sharp,ENG,FW,Sheffield Utd,33,1986,25,10,1051,11.7,3,2,3,0,0,1,1,0.26,0.17,0.43,0.26,0.43,3.8,3.8,2.3,6.1,0.33,0.19,0.52,0.33,0.52,158,224,70.5,2078,383,101,125,80.8,50,68,73.5,3,6,50.0,2,2.3,1.1,-0.3,14,3,9,1,13,224,210,13,0,0,1,11,0,0,0,0,0,158,1,10,31,2.65,22,0,5,1,3,0,2,0.17,2,0,0,0,0,0,6,5,2,1,3,1,6,16.7,5,2,0,2,1,7,2,0,321,2,26,103,198,54,321,16,22,72.7,35,31,253,93,42,30.7,68.0,0,15,25.0,11,1.16,11,10,1,0.09,0.12,12.2,14.4,-2.2,-0.19,0.03,0,20,32,11,11,5,0,0,0,45,19,39,32.8,3.0,16.0,7.0,43.8,1.37,0.6,0.19,0.43,9.6,0.0,0.24,-0.8,-0.8
420,Luke Shaw,ENG,DF,Manchester Utd,24,1995,24,20,1733,19.3,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.4,2.1,0.03,0.07,0.11,0.03,0.11,1125,1317,85.4,15075,5223,716,783,91.4,348,406,85.7,26,63,41.3,0,1.4,1.7,-1.4,20,73,25,5,81,1317,1160,156,17,1,1,38,135,4,4,0,0,1125,1,18,46,2.39,36,4,2,1,2,1,2,0.1,2,0,0,0,0,0,34,18,19,11,4,19,33,57.6,14,26,6,20,24,58,56,1,1497,75,410,673,424,34,1497,22,31,71.0,15,3,975,60,72,50.7,85.0,15,4,10.0,0,1.79,38,15,23,1.19,0.82,32.0,18.4,13.6,0.71,0.13,0,23,10,4,38,18,0,0,0,92,30,23,56.6,0.0,11.0,5.0,45.5,0.57,0.26,0.0,0.0,18.2,0.0,0.06,-0.7,-0.7
421,Jonjo Shelvey,ENG,MF,Newcastle Utd,27,1992,26,25,2119,23.5,6,2,6,0,0,3,0,0.25,0.08,0.34,0.25,0.34,2.5,2.5,3.6,6.1,0.1,0.15,0.26,0.1,0.26,827,1149,72.0,17762,6087,308,357,86.3,325,402,80.8,178,335,53.1,2,3.6,2.6,-1.6,45,123,20,6,99,1149,990,146,59,5,36,89,3,61,27,17,10,827,13,19,82,3.48,56,18,4,4,0,0,6,0.25,3,2,1,0,0,0,29,19,17,12,0,11,42,26.2,31,14,5,9,23,52,38,0,1353,57,341,767,261,22,1353,15,20,75.0,24,10,804,20,82,62.0,85.0,19,1,6.0,6,1.31,29,34,-5,-0.21,0.83,25.4,41.9,-16.5,-0.7,0.24,0,19,6,1,89,19,0,0,0,139,17,13,56.7,6.0,45.0,14.0,31.1,1.91,0.59,0.13,0.43,26.7,8.0,0.05,3.5,3.5
422,Djibril Sidibe,FRA,"DF,MF",Everton,27,1992,25,18,1824,20.3,0,4,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2,0.4,0.4,2.3,2.7,0.02,0.11,0.13,0.02,0.13,924,1205,76.7,15657,5646,442,515,85.8,381,485,78.6,81,133,60.9,4,2.3,2.0,1.7,19,56,20,13,75,1205,997,204,18,5,12,68,185,1,0,0,0,924,4,31,46,2.27,37,3,0,0,2,4,6,0.3,5,0,0,0,0,1,83,44,48,25,10,43,72,59.7,29,19,3,16,40,123,41,0,1445,54,413,665,385,19,1445,14,25,56.0,28,12,808,38,73,53.3,85.0,15,7,41.0,6,1.32,27,30,-3,-0.15,0.36,29.9,23.4,6.5,0.32,0.55,0,24,19,2,68,44,0,0,0,148,28,31,47.5,0.0,12.0,3.0,25.0,0.59,0.15,0.0,0.0,24.0,0.0,0.03,-0.4,-0.4
423,Gylfi Sigurdsson,ISL,MF,Everton,29,1989,35,28,2560,28.4,2,3,1,1,1,3,0,0.07,0.11,0.18,0.04,0.14,4.0,3.2,4.2,7.4,0.14,0.15,0.29,0.11,0.26,890,1156,77.0,15044,4641,411,478,86.0,329,394,83.5,101,185,54.6,3,4.2,3.7,-1.2,51,91,25,4,79,1156,1003,150,43,3,2,131,3,71,34,31,2,890,3,20,90,3.16,38,32,3,12,2,3,7,0.25,3,2,1,1,0,0,50,26,15,24,11,19,70,27.1,51,30,4,26,37,87,17,1,1426,37,219,729,488,51,1425,16,30,53.3,41,26,842,76,73,74.9,84.0,19,7,31.0,0,1.31,35,45,-10,-0.35,-0.14,38.7,36.9,1.8,0.06,-0.01,0,34,23,2,131,26,0,0,0,147,14,24,36.8,2.0,45.0,12.0,26.7,1.58,0.42,0.02,0.08,22.8,5.0,0.07,-2.0,-2.2
424,Bernardo Silva,POR,"FW,MF",Manchester City,24,1994,34,23,2030,22.6,6,7,6,0,0,5,0,0.27,0.31,0.58,0.27,0.58,6.0,6.0,5.0,10.9,0.26,0.22,0.48,0.26,0.48,1284,1474,87.1,18560,3600,757,815,92.9,397,454,87.4,72,94,76.6,7,5.0,6.1,2.0,51,60,39,10,78,1474,1409,64,11,1,7,72,27,22,1,1,0,1284,1,21,108,4.79,85,3,6,11,2,1,14,0.62,11,0,1,2,0,0,36,18,8,21,7,13,44,29.5,31,25,1,24,24,60,13,0,1709,19,171,701,851,142,1709,40,55,72.7,24,21,1318,133,60,59.4,80.0,13,11,18.0,3,2.03,57,24,33,1.46,-0.74,57.0,20.3,36.7,1.63,0.39,0,23,20,2,72,18,0,1,0,129,14,23,37.8,6.0,52.0,15.0,28.8,2.31,0.67,0.12,0.4,14.2,0.0,0.12,0.0,0.0
425,David Silva,ESP,MF,Manchester City,33,1986,27,22,1826,20.3,6,10,6,0,0,0,0,0.3,0.49,0.79,0.3,0.79,6.4,6.4,6.5,12.9,0.31,0.32,0.63,0.31,0.63,1332,1527,87.2,18239,3835,789,859,91.9,425,478,88.9,43,57,75.4,10,6.5,5.5,3.5,48,89,51,1,114,1527,1461,60,20,12,2,33,5,9,1,1,0,1332,6,21,119,5.87,100,1,7,6,4,1,19,0.94,14,1,1,1,1,1,26,14,3,15,8,10,28,35.7,18,18,3,15,13,39,5,0,1699,19,130,750,831,172,1699,33,44,75.0,34,19,1403,175,68,53.4,79.0,10,5,18.0,6,2.22,59,15,44,2.17,0.87,49.5,18.9,30.7,1.51,0.09,0,20,20,3,33,14,0,0,0,86,7,18,28.0,6.0,47.0,18.0,38.3,2.32,0.89,0.13,0.33,14.4,5.0,0.14,-0.4,-0.4
426,Jack Simpson,ENG,DF,Bournemouth,22,1996,4,1,241,2.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.02,0.04,0.01,0.04,75,107,70.1,1186,448,40,49,81.6,30,39,76.9,4,13,30.8,0,0.1,0.0,-0.1,1,5,0,0,4,107,93,13,0,0,0,0,13,0,0,0,0,75,1,3,2,0.75,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,5,2,4,1,0,2,8,25.0,6,1,0,1,2,7,12,1,134,19,67,61,7,1,134,4,5,80.0,1,2,66,0,60,7.0,90.0,1,3,50.0,17,0.25,1,6,-5,-1.87,-1.3,3.1,5.7,-2.6,-0.97,-0.55,0,1,1,0,0,2,0,0,0,18,4,2,66.7,0.0,1.0,0.0,0.0,0.37,0.0,0.0,0.0,15.3,0.0,0.04,0.0,0.0
427,Moussa Sissoko,FRA,MF,Tottenham,29,1989,29,28,2452,27.2,2,1,2,0,0,8,0,0.07,0.04,0.11,0.07,0.11,2.2,2.2,1.1,3.3,0.08,0.04,0.12,0.08,0.12,1135,1322,85.9,17058,3674,619,696,88.9,398,447,89.0,63,88,71.6,1,1.1,1.4,-0.1,16,80,9,1,59,1322,1245,74,24,3,9,23,50,0,0,0,0,1135,3,12,37,1.36,33,0,3,1,0,0,4,0.15,3,0,1,0,0,0,39,25,25,12,2,20,48,41.7,28,19,4,15,27,66,43,2,1581,69,373,886,350,29,1581,40,67,59.7,39,21,1007,47,85,71.7,87.0,23,1,9.0,0,1.62,44,31,13,0.48,0.38,30.7,34.9,-4.2,-0.15,0.05,0,44,16,2,23,25,0,1,0,204,26,24,52.0,2.0,15.0,4.0,26.7,0.55,0.15,0.13,0.5,15.2,0.0,0.14,-0.2,-0.2
428,Oliver Skipp,ENG,MF,Tottenham,18,2000,7,1,77,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,38,89.5,543,153,17,19,89.5,14,15,93.3,3,4,75.0,0,0.0,0.0,0.0,0,3,0,0,3,38,38,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,1,4,25.0,3,3,2,1,0,2,0,0,46,2,14,29,3,0,46,0,0,0.0,1,1,28,0,11,2.3,45.0,0,6,5.0,17,2.14,0,1,-1,-1.17,-1.57,0.3,2.2,-1.9,-2.2,-2.08,0,1,0,0,0,2,0,0,0,5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,William Smallbone,IRL,MF,Southampton,19,2000,9,4,393,4.4,0,2,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,0.3,0.3,0.2,0.4,0.06,0.04,0.1,0.06,0.1,175,213,82.2,2879,643,86,102,84.3,64,74,86.5,17,24,70.8,2,0.2,0.2,1.8,3,21,3,1,9,213,205,8,2,0,4,5,2,0,0,0,0,175,0,2,10,2.29,7,0,0,2,0,1,2,0.46,2,0,0,0,0,0,10,5,2,8,0,5,10,50.0,5,7,1,6,1,11,2,0,254,2,41,143,73,7,254,0,1,0.0,5,2,181,12,44,11.5,74.0,0,5,19.0,5,2.0,8,4,4,0.92,1.3,8.0,4.4,3.6,0.83,0.84,0,2,6,0,5,5,0,0,0,32,3,17,15.0,0.0,6.0,0.0,0.0,1.37,0.0,0.0,0.0,22.8,0.0,0.04,-0.3,-0.3
430,Adam Smith,ENG,DF,Bournemouth,28,1991,24,24,2055,22.8,0,1,0,0,0,7,0,0.0,0.04,0.04,0.0,0.04,0.8,0.8,1.1,1.8,0.03,0.05,0.08,0.03,0.08,827,1044,79.2,11632,4435,522,574,90.9,247,310,79.7,36,93,38.7,1,1.1,0.6,-0.1,10,60,7,3,54,1044,847,195,21,0,2,28,173,1,0,0,0,827,2,32,32,1.4,28,1,1,0,2,0,1,0.04,1,0,0,0,0,0,47,32,29,16,2,23,50,46.0,27,27,6,21,25,72,64,1,1307,69,391,605,325,24,1307,24,51,47.1,27,14,725,37,86,60.1,86.0,19,0,0.0,0,0.83,23,40,-17,-0.74,-0.22,27.6,36.7,-9.1,-0.4,0.15,0,25,40,2,28,32,0,2,0,92,34,28,54.8,0.0,4.0,1.0,25.0,0.18,0.04,0.0,0.0,19.5,0.0,0.19,-0.8,-0.8
431,Emile Smith Rowe,ENG,MF,Arsenal,19,2000,2,1,97,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,36,83.3,327,57,20,22,90.9,6,8,75.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,1,36,36,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,2,0,46,2,10,21,17,0,46,2,3,66.7,4,1,39,5,49,2.8,65.0,0,1,32.0,2,0.5,0,0,0,0.0,-0.22,0.6,0.9,-0.3,-0.31,-0.09,0,0,1,0,1,1,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Robert Snodgrass,SCO,"MF,FW",West Ham,31,1987,24,17,1509,16.8,5,5,5,0,0,4,0,0.3,0.3,0.6,0.3,0.6,2.5,2.5,3.2,5.7,0.15,0.19,0.34,0.15,0.34,433,646,67.0,7212,2455,239,288,83.0,136,192,70.8,52,120,43.3,5,3.2,3.7,1.8,33,30,9,2,33,646,537,105,31,3,8,136,1,73,42,28,1,433,4,18,56,3.34,18,26,4,1,6,1,8,0.48,4,4,0,0,0,0,29,16,17,10,2,13,44,29.5,31,12,1,11,4,33,11,0,794,15,124,306,375,46,794,19,36,52.8,16,25,492,78,63,44.1,82.0,7,7,17.0,4,0.92,20,33,-13,-0.78,-0.78,17.1,32.4,-15.2,-0.91,-0.91,0,20,32,4,136,16,0,0,0,101,14,26,35.0,5.0,21.0,10.0,47.6,1.25,0.6,0.24,0.5,16.8,0.0,0.12,2.5,2.5
433,Cedric Soares,POR,"MF,DF",Arsenal,27,1991,5,3,249,2.8,1,0,1,0,0,0,0,0.36,0.0,0.36,0.36,0.36,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,96,135,71.1,1469,437,61,71,85.9,23,40,57.5,8,15,53.3,0,0.0,0.1,0.0,1,6,2,0,9,135,115,20,2,0,0,18,18,0,0,0,0,96,0,4,6,2.17,3,1,0,0,0,2,3,1.08,2,0,0,0,0,1,8,6,2,6,0,1,3,33.3,2,3,0,3,3,11,4,0,167,6,39,71,58,2,167,2,2,100.0,4,1,92,3,50,7.3,76.0,0,2,11.0,1,1.8,4,2,2,0.72,0.55,1.8,3.6,-1.9,-0.67,-0.49,0,6,1,0,18,6,0,0,0,10,2,3,40.0,1.0,1.0,1.0,100.0,0.36,0.36,1.0,1.0,26.4,0.0,0.02,1.0,1.0
434,Cedric Soares,POR,DF,Southampton,27,1991,16,16,1306,14.5,0,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,0.7,1.3,0.04,0.05,0.09,0.04,0.09,513,737,69.6,7830,3538,300,344,87.2,167,242,69.0,34,110,30.9,1,0.7,1.2,0.3,11,31,18,13,39,737,539,194,9,1,3,54,185,0,0,0,0,513,4,16,25,1.72,23,2,0,0,0,0,2,0.14,2,0,0,0,0,0,45,26,19,24,2,25,41,61.0,16,18,4,14,19,64,51,0,923,58,247,441,241,16,923,4,4,100.0,18,9,402,13,82,38.2,82.0,12,0,0.0,3,1.69,19,18,1,0.07,0.49,21.4,16.4,5.0,0.34,0.41,0,10,3,0,54,26,0,0,0,59,18,26,40.9,0.0,9.0,4.0,44.4,0.62,0.28,0.0,0.0,20.2,0.0,0.07,-0.6,-0.6
435,Dominic Solanke,ENG,FW,Bournemouth,21,1997,32,17,1651,18.3,3,1,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,4.6,4.6,1.2,5.8,0.25,0.07,0.32,0.25,0.32,301,439,68.6,3698,828,202,256,78.9,60,92,65.2,13,21,61.9,1,1.2,0.9,-0.2,15,26,7,1,16,439,421,16,0,0,3,6,0,0,0,0,0,301,2,18,43,2.34,31,0,3,4,5,0,5,0.27,2,0,1,1,1,0,8,4,2,5,1,5,33,15.2,28,9,1,8,8,16,18,1,662,17,75,288,306,75,662,26,62,41.9,52,54,464,98,52,48.3,81.0,10,15,18.0,6,0.78,22,39,-17,-0.93,-0.52,21.8,29.2,-7.4,-0.41,0.11,0,15,23,4,6,4,0,0,0,83,63,91,40.9,3.0,32.0,8.0,25.0,1.74,0.44,0.09,0.38,14.8,0.0,0.14,-1.6,-1.6
436,Tomas Soucek,CZE,MF,West Ham,24,1995,13,12,1040,11.6,3,0,3,0,0,0,0,0.26,0.0,0.26,0.26,0.26,2.8,2.8,0.3,3.1,0.24,0.03,0.27,0.24,0.27,277,399,69.4,4561,1331,131,179,73.2,110,149,73.8,26,45,57.8,0,0.3,0.3,-0.3,5,34,3,0,23,399,390,7,4,0,6,2,1,1,1,0,0,277,2,7,14,1.21,12,0,0,1,1,0,2,0.17,2,0,0,0,0,0,29,15,13,15,1,10,23,43.5,13,7,1,6,22,51,35,0,543,44,156,273,120,35,543,0,4,0.0,11,1,286,15,80,30.4,86.0,10,1,10.0,0,1.0,18,18,0,0.0,0.49,15.5,15.5,0.0,0.0,0.58,0,11,9,0,2,15,0,0,1,48,70,40,63.6,3.0,20.0,7.0,35.0,1.73,0.61,0.15,0.43,12.8,0.0,0.14,0.2,0.2
437,Caglar Soyuncu,TUR,DF,Leicester City,23,1996,34,34,3036,33.7,1,1,1,0,0,4,1,0.03,0.03,0.06,0.03,0.06,2.1,2.1,0.8,2.9,0.06,0.02,0.09,0.06,0.09,2086,2342,89.1,38202,13194,798,856,93.2,1094,1188,92.1,169,235,71.9,1,0.8,0.3,0.2,4,112,3,0,94,2342,2277,56,46,0,13,4,10,0,0,0,0,2086,9,10,20,0.59,15,1,0,1,1,2,1,0.03,1,0,0,0,0,0,60,40,41,18,1,27,46,58.7,19,35,19,16,43,103,156,1,2700,263,1342,1304,65,33,2700,17,22,77.3,17,2,1861,4,89,88.8,89.0,33,0,0.0,1,1.65,63,33,30,0.89,1.83,54.6,40.3,14.2,0.42,-0.16,0,30,20,1,4,40,0,2,0,195,105,62,62.9,1.0,17.0,5.0,29.4,0.5,0.15,0.06,0.2,10.3,0.0,0.12,-1.1,-1.1
438,Dennis Srbeny,GER,"MF,FW",Norwich City,25,1994,8,0,47,0.5,1,0,1,0,0,0,0,1.91,0.0,1.91,1.91,1.91,0.5,0.5,0.0,0.5,1.0,0.0,1.0,1.0,1.0,13,18,72.2,134,12,12,16,75.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,18,17,1,0,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,5,3,2,0,1,3,33.3,2,1,0,1,0,5,1,0,32,1,4,16,12,3,32,2,5,40.0,1,3,22,4,6,1.4,0.0,0,8,6.0,10,0.88,2,2,0,0.0,1.31,1.6,1.3,0.3,0.61,1.4,0,1,0,0,0,5,0,0,0,5,2,8,20.0,1.0,2.0,1.0,50.0,3.83,1.91,0.5,1.0,7.8,0.0,0.26,0.5,0.5
439,Jack Stacey,ENG,DF,Bournemouth,23,1996,19,17,1549,17.2,0,2,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.5,0.5,2.2,2.7,0.03,0.13,0.16,0.03,0.16,562,785,71.6,8009,3482,362,408,88.7,161,238,67.6,27,77,35.1,2,2.2,1.7,-0.2,10,50,6,1,44,785,632,151,5,1,1,36,146,0,0,0,0,562,2,37,20,1.17,16,1,2,0,0,1,2,0.12,2,0,0,0,0,0,21,11,9,11,1,8,22,36.4,14,27,11,16,18,39,64,1,958,88,350,415,203,22,958,16,23,69.6,15,11,478,27,82,45.3,89.0,14,2,21.0,9,0.84,20,27,-7,-0.41,0.46,20.1,27.6,-7.5,-0.44,0.04,0,10,10,1,36,11,0,0,0,88,27,20,57.4,0.0,5.0,2.0,40.0,0.29,0.12,0.0,0.0,12.3,0.0,0.1,-0.5,-0.5
440,Junior Stanislas,ENG,"MF,FW",Bournemouth,29,1989,15,7,712,7.9,3,0,2,1,1,1,0,0.38,0.0,0.38,0.25,0.25,2.1,1.4,0.8,2.2,0.27,0.1,0.37,0.17,0.27,214,306,69.9,3087,1102,122,144,84.7,60,91,65.9,16,39,41.0,0,0.8,1.1,-0.8,12,15,7,2,17,306,268,37,12,2,3,37,7,17,9,6,0,214,1,8,24,3.03,15,7,2,0,0,0,2,0.25,1,0,1,0,0,0,10,7,2,3,5,3,8,37.5,5,6,0,6,4,14,6,0,383,9,65,132,189,18,382,11,18,61.1,12,8,233,30,47,20.8,69.0,1,8,28.0,4,0.53,9,17,-8,-1.01,-0.45,11.8,11.0,0.7,0.09,0.7,0,5,4,1,37,7,0,0,0,43,8,8,50.0,3.0,17.0,6.0,35.3,2.15,0.76,0.12,0.33,20.4,3.0,0.08,0.9,0.6
442,Dale Stephens,ENG,MF,Brighton,30,1989,33,28,2530,28.1,0,1,0,0,0,8,0,0.0,0.04,0.04,0.0,0.04,0.6,0.6,1.3,1.9,0.02,0.05,0.07,0.02,0.07,1440,1687,85.4,27512,7213,530,595,89.1,720,793,90.8,170,240,70.8,1,1.3,1.7,-0.3,20,140,19,0,126,1687,1672,11,7,3,25,4,4,0,0,0,0,1440,4,16,51,1.81,46,0,0,2,0,3,4,0.14,3,0,0,0,0,1,73,44,30,37,6,25,75,33.3,50,31,11,20,58,131,42,2,1972,102,530,1203,251,7,1972,10,12,83.3,19,13,1332,15,77,74.0,88.0,24,5,11.0,2,1.12,31,42,-11,-0.39,0.01,33.9,40.7,-6.9,-0.24,0.03,0,42,6,0,4,44,0,0,0,230,19,22,46.3,0.0,19.0,2.0,10.5,0.68,0.07,0.0,0.0,25.6,0.0,0.03,-0.6,-0.6
443,Jack Stephens,ENG,DF,Southampton,25,1994,28,27,2451,27.2,1,3,1,0,0,4,1,0.04,0.11,0.15,0.04,0.15,1.0,1.0,1.4,2.4,0.04,0.05,0.09,0.04,0.09,933,1299,71.8,19509,7917,268,331,81.0,539,653,82.5,119,271,43.9,3,1.4,1.0,1.6,8,80,12,0,76,1299,1241,52,40,2,7,5,12,0,0,0,0,933,6,16,18,0.66,15,0,1,0,0,2,4,0.15,3,0,0,0,0,1,44,27,30,13,1,24,46,52.2,22,38,22,16,31,75,120,2,1590,196,722,829,51,20,1590,7,11,63.6,17,4,856,9,88,71.7,89.0,25,1,45.0,6,1.43,38,38,0,0.0,0.84,39.0,38.8,0.2,0.01,-0.28,0,14,13,0,5,27,0,1,0,140,49,66,42.6,1.0,6.0,1.0,16.7,0.22,0.04,0.17,1.0,9.2,0.0,0.17,0.0,0.0
444,Raheem Sterling,ENG,FW,Manchester City,24,1994,33,30,2651,29.5,20,1,20,0,2,5,0,0.68,0.03,0.71,0.68,0.71,18.2,16.4,6.2,22.7,0.62,0.21,0.83,0.56,0.77,984,1231,79.9,11590,2335,685,760,90.1,208,278,74.8,18,34,52.9,1,6.2,6.2,-5.2,48,29,49,4,73,1231,1210,19,1,10,2,48,13,1,0,0,0,984,2,39,124,4.21,90,1,10,11,11,1,11,0.37,5,0,0,3,3,0,27,15,8,10,9,6,28,21.4,22,16,2,14,15,42,4,0,1596,11,83,508,1021,270,1595,56,107,52.3,67,60,1314,282,80,77.5,86.0,19,3,25.0,3,2.0,71,31,40,1.36,-1.8,70.1,30.0,40.0,1.36,-0.48,0,30,40,12,48,15,3,0,0,96,22,34,39.3,20.0,97.0,36.0,37.1,3.29,1.22,0.21,0.56,14.0,1.0,0.17,1.8,3.6
445,Enda Stevens,IRL,DF,Sheffield Utd,29,1990,38,38,3345,37.2,2,4,2,0,0,7,0,0.05,0.11,0.16,0.05,0.16,1.3,1.3,5.3,6.6,0.04,0.14,0.18,0.04,0.18,1383,1902,72.7,21879,8369,785,905,86.7,465,626,74.3,107,246,43.5,4,5.3,4.2,-1.3,34,110,46,12,136,1902,1581,315,11,2,5,123,304,0,0,0,0,1383,6,66,77,2.07,62,5,5,2,2,1,9,0.24,8,0,1,0,0,0,81,46,48,26,7,42,96,43.8,54,27,8,19,35,116,71,3,2261,85,505,951,831,73,2261,61,84,72.6,55,43,1330,77,88,97.8,88.0,36,0,0.0,0,1.42,39,39,0,0.0,0.0,41.7,48.7,-7.0,-0.19,0.89,0,39,19,2,123,46,0,0,0,226,31,31,50.0,2.0,22.0,4.0,18.2,0.59,0.11,0.09,0.5,17.8,0.0,0.06,0.7,0.7
446,Marco Stiepermann,GER,MF,Norwich City,28,1991,24,14,1180,13.1,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.8,2.3,0.11,0.06,0.18,0.11,0.18,290,413,70.2,3532,1116,185,233,79.4,62,87,71.3,13,27,48.1,0,0.8,0.9,-0.8,12,34,8,0,31,413,390,21,0,5,1,6,1,0,0,0,0,290,2,18,32,2.44,27,0,2,1,1,1,3,0.23,3,0,0,0,0,0,20,8,8,9,3,5,21,23.8,16,11,3,8,5,25,16,0,550,27,82,265,208,37,550,17,29,58.6,26,21,410,50,49,34.5,73.0,0,10,16.0,10,0.5,13,32,-19,-1.45,-0.24,13.5,26.4,-12.9,-0.99,-0.32,0,22,15,0,6,8,0,0,0,56,15,56,21.1,0.0,19.0,6.0,31.6,1.45,0.46,0.0,0.0,17.3,0.0,0.08,-1.5,-1.5
447,John Stones,ENG,DF,Manchester City,25,1994,16,12,1122,12.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04,977,1039,94.0,18402,6085,346,360,96.1,518,543,95.4,96,104,92.3,0,0.1,0.2,-0.1,2,75,0,0,47,1039,1029,9,6,0,12,0,3,0,0,0,0,977,1,7,13,1.04,13,0,0,0,0,0,1,0.08,1,0,0,0,0,0,16,10,8,7,1,3,5,60.0,2,5,3,2,9,25,32,2,1129,98,387,685,63,12,1129,5,5,100.0,3,0,869,1,70,32.8,87.0,11,4,19.0,5,2.19,33,16,17,1.36,-0.59,28.4,11.9,16.5,1.32,-0.22,0,5,1,1,0,10,0,0,0,69,44,24,64.7,0.0,6.0,1.0,16.7,0.48,0.08,0.0,0.0,9.6,0.0,0.07,-0.4,-0.4
